timestamp,zone,total
25/02/2023 21:00:00,Gare de Namur,292
25/02/2023 22:00:00,Gare de Namur,232
25/02/2023 23:00:00,Gare de Namur,188
26/02/2023 00:00:00,Gare de Namur,193
26/02/2023 01:00:00,Gare de Namur,196
26/02/2023 02:00:00,Gare de Namur,194
26/02/2023 03:00:00,Gare de Namur,175
26/02/2023 04:00:00,Gare de Namur,182
26/02/2023 05:00:00,Gare de Namur,227
26/02/2023 06:00:00,Gare de Namur,209
26/02/2023 07:00:00,Gare de Namur,251
26/02/2023 08:00:00,Gare de Namur,285
26/02/2023 09:00:00,Gare de Namur,235
26/02/2023 10:00:00,Gare de Namur,304
26/02/2023 11:00:00,Gare de Namur,291
26/02/2023 12:00:00,Gare de Namur,374
26/02/2023 13:00:00,Gare de Namur,412
26/02/2023 14:00:00,Gare de Namur,388
26/02/2023 15:00:00,Gare de Namur,420
26/02/2023 16:00:00,Gare de Namur,405
26/02/2023 17:00:00,Gare de Namur,406
26/02/2023 18:00:00,Gare de Namur,384
26/02/2023 19:00:00,Gare de Namur,484
26/02/2023 20:00:00,Gare de Namur,333
26/02/2023 21:00:00,Gare de Namur,256
26/02/2023 22:00:00,Gare de Namur,189
26/02/2023 23:00:00,Gare de Namur,196
27/02/2023 00:00:00,Gare de Namur,196
27/02/2023 01:00:00,Gare de Namur,192
27/02/2023 02:00:00,Gare de Namur,206
27/02/2023 03:00:00,Gare de Namur,232
27/02/2023 04:00:00,Gare de Namur,196
27/02/2023 05:00:00,Gare de Namur,314
27/02/2023 06:00:00,Gare de Namur,334
27/02/2023 07:00:00,Gare de Namur,669
27/02/2023 08:00:00,Gare de Namur,1027
27/02/2023 09:00:00,Gare de Namur,502
27/02/2023 10:00:00,Gare de Namur,510
27/02/2023 11:00:00,Gare de Namur,569
27/02/2023 12:00:00,Gare de Namur,1248
27/02/2023 13:00:00,Gare de Namur,1133
27/02/2023 14:00:00,Gare de Namur,1106
27/02/2023 15:00:00,Gare de Namur,1225
27/02/2023 16:00:00,Gare de Namur,1007
27/02/2023 17:00:00,Gare de Namur,992
27/02/2023 18:00:00,Gare de Namur,884
27/02/2023 19:00:00,Gare de Namur,888
27/02/2023 20:00:00,Gare de Namur,382
27/02/2023 21:00:00,Gare de Namur,307
27/02/2023 22:00:00,Gare de Namur,307
27/02/2023 23:00:00,Gare de Namur,256
28/02/2023 00:00:00,Gare de Namur,223
