timestamp,zone,total
24/02/2023 01:00:00,Gare de Charleroi,396
24/02/2023 02:00:00,Gare de Charleroi,399
24/02/2023 03:00:00,Gare de Charleroi,327
24/02/2023 04:00:00,Gare de Charleroi,307
24/02/2023 05:00:00,Gare de Charleroi,298
24/02/2023 06:00:00,Gare de Charleroi,465
24/02/2023 07:00:00,Gare de Charleroi,559
24/02/2023 08:00:00,Gare de Charleroi,636
24/02/2023 09:00:00,Gare de Charleroi,855
24/02/2023 10:00:00,Gare de Charleroi,893
24/02/2023 11:00:00,Gare de Charleroi,943
24/02/2023 12:00:00,Gare de Charleroi,1070
24/02/2023 13:00:00,Gare de Charleroi,1059
24/02/2023 14:00:00,Gare de Charleroi,976
24/02/2023 15:00:00,Gare de Charleroi,1112
24/02/2023 16:00:00,Gare de Charleroi,1059
24/02/2023 17:00:00,Gare de Charleroi,929
24/02/2023 18:00:00,Gare de Charleroi,805
24/02/2023 19:00:00,Gare de Charleroi,649
24/02/2023 20:00:00,Gare de Charleroi,562
24/02/2023 21:00:00,Gare de Charleroi,522
24/02/2023 22:00:00,Gare de Charleroi,439
24/02/2023 23:00:00,Gare de Charleroi,379
25/02/2023 00:00:00,Gare de Charleroi,320
25/02/2023 01:00:00,Gare de Charleroi,274
25/02/2023 02:00:00,Gare de Charleroi,340
25/02/2023 03:00:00,Gare de Charleroi,348
25/02/2023 04:00:00,Gare de Charleroi,364
25/02/2023 05:00:00,Gare de Charleroi,315
25/02/2023 06:00:00,Gare de Charleroi,317
25/02/2023 07:00:00,Gare de Charleroi,298
25/02/2023 08:00:00,Gare de Charleroi,281
25/02/2023 09:00:00,Gare de Charleroi,524
25/02/2023 10:00:00,Gare de Charleroi,544
25/02/2023 11:00:00,Gare de Charleroi,749
25/02/2023 12:00:00,Gare de Charleroi,791
25/02/2023 13:00:00,Gare de Charleroi,804
25/02/2023 14:00:00,Gare de Charleroi,880
25/02/2023 15:00:00,Gare de Charleroi,915
25/02/2023 16:00:00,Gare de Charleroi,974
25/02/2023 17:00:00,Gare de Charleroi,884
25/02/2023 18:00:00,Gare de Charleroi,664
25/02/2023 19:00:00,Gare de Charleroi,603
25/02/2023 20:00:00,Gare de Charleroi,507
25/02/2023 21:00:00,Gare de Charleroi,401
25/02/2023 22:00:00,Gare de Charleroi,392
25/02/2023 23:00:00,Gare de Charleroi,370
26/02/2023 00:00:00,Gare de Charleroi,369
26/02/2023 01:00:00,Gare de Charleroi,361
26/02/2023 02:00:00,Gare de Charleroi,415
26/02/2023 03:00:00,Gare de Charleroi,386
26/02/2023 04:00:00,Gare de Charleroi,305
26/02/2023 05:00:00,Gare de Charleroi,282
26/02/2023 06:00:00,Gare de Charleroi,269
26/02/2023 07:00:00,Gare de Charleroi,261
26/02/2023 08:00:00,Gare de Charleroi,261
26/02/2023 09:00:00,Gare de Charleroi,290
26/02/2023 10:00:00,Gare de Charleroi,288
26/02/2023 11:00:00,Gare de Charleroi,382
26/02/2023 12:00:00,Gare de Charleroi,515
26/02/2023 13:00:00,Gare de Charleroi,529
26/02/2023 14:00:00,Gare de Charleroi,412
26/02/2023 15:00:00,Gare de Charleroi,466
26/02/2023 16:00:00,Gare de Charleroi,448
26/02/2023 17:00:00,Gare de Charleroi,483
26/02/2023 18:00:00,Gare de Charleroi,481
26/02/2023 19:00:00,Gare de Charleroi,451
26/02/2023 20:00:00,Gare de Charleroi,366
26/02/2023 21:00:00,Gare de Charleroi,268
26/02/2023 22:00:00,Gare de Charleroi,336
26/02/2023 23:00:00,Gare de Charleroi,302
27/02/2023 00:00:00,Gare de Charleroi,278
27/02/2023 01:00:00,Gare de Charleroi,327
27/02/2023 02:00:00,Gare de Charleroi,330
27/02/2023 03:00:00,Gare de Charleroi,363
27/02/2023 04:00:00,Gare de Charleroi,275
27/02/2023 05:00:00,Gare de Charleroi,241
27/02/2023 06:00:00,Gare de Charleroi,571
27/02/2023 07:00:00,Gare de Charleroi,637
27/02/2023 08:00:00,Gare de Charleroi,746
27/02/2023 09:00:00,Gare de Charleroi,866
27/02/2023 10:00:00,Gare de Charleroi,976
27/02/2023 11:00:00,Gare de Charleroi,1037
27/02/2023 12:00:00,Gare de Charleroi,1011
27/02/2023 13:00:00,Gare de Charleroi,1168
27/02/2023 14:00:00,Gare de Charleroi,1013
27/02/2023 15:00:00,Gare de Charleroi,1005
27/02/2023 16:00:00,Gare de Charleroi,959
27/02/2023 17:00:00,Gare de Charleroi,698
27/02/2023 18:00:00,Gare de Charleroi,739
27/02/2023 19:00:00,Gare de Charleroi,532
27/02/2023 20:00:00,Gare de Charleroi,486
27/02/2023 21:00:00,Gare de Charleroi,304
27/02/2023 22:00:00,Gare de Charleroi,382
27/02/2023 23:00:00,Gare de Charleroi,331
28/02/2023 00:00:00,Gare de Charleroi,267
